Município;Estado;Ano de Referência;IDHM
Tunápolis ;SC;2005;0,69
Tunas do Paraná ;PR;2005;0,52
Tunas ;RS;2005;0,56
Tuneiras do Oeste ;PR;2005;0,62
Tuntum ;MA;2005;0,47
Tupaciguara ;MG;2005;0,67
Tupanatinga ;PE;2005;0,42
Tupanci do Sul ;RS;2005;0,63
Tupanciretã ;RS;2005;0,66
Tupandi ;RS;2005;0,68
Tuparendi ;RS;2005;0,68
Tuparetama ;PE;2005;0,58
Tupã ;SP;2005;0,73
Tupãssi ;PR;2005;0,70
Tupi Paulista ;SP;2005;0,74
Tupirama ;TO;2005;0,55
Tupiratins ;TO;2005;0,51
Turiaçu ;MA;2005;0,43
Turilândia ;MA;2005;0,42
Turiúba ;SP;2005;0,71
Turmalina ;MG;2005;0,59
Turmalina ;SP;2005;0,69
Turuçu ;RS;2005;0,57
Tururu ;CE;2005;0,50
Turvânia ;GO;2005;0,64
Turvelândia ;GO;2005;0,60
Turvolândia ;MG;2005;0,63
Turvo ;PR;2005;0,57
Turvo ;SC;2005;0,70
Tutóia ;MA;2005;0,44
Uarini ;AM;2005;0,43
Uauá ;BA;2005;0,50
Ubaí ;MG;2005;0,53
Ubaíra ;BA;2005;0,49
Ubaitaba ;BA;2005;0,51
Ubajara ;CE;2005;0,55
Ubá ;MG;2005;0,67
Ubaporanga ;MG;2005;0,56
Ubarana ;SP;2005;0,64
Ubatã ;BA;2005;0,51
Ubatuba ;SP;2005;0,69
Uberaba ;MG;2005;0,73
Uberlândia ;MG;2005;0,74
Ubirajara ;SP;2005;0,65
Ubiratã ;PR;2005;0,67
Ubiretama ;RS;2005;0,62
Uchoa ;SP;2005;0,68
Uibaí ;BA;2005;0,53
Uiramutã ;RR;2005;0,39
Uirapuru ;GO;2005;0,59
Uiraúna ;PB;2005;0,55
Ulianópolis ;PA;2005;0,50
Umari ;CE;2005;0,50
Umarizal ;RN;2005;0,54
Umbaúba ;SE;2005;0,49
Umburanas ;BA;2005;0,41
Umburatiba ;MG;2005;0,54
Umbuzeiro ;PB;2005;0,49
Umirim ;CE;2005;0,48
Umuarama ;PR;2005;0,72
Una ;BA;2005;0,45
Unaí ;MG;2005;0,69
União da Serra ;RS;2005;0,70
União da Vitória ;PR;2005;0,70
União de Minas ;MG;2005;0,60
União do Oeste ;SC;2005;0,65
União dos Palmares ;AL;2005;0,49
União do Sul ;MT;2005;0,59
União Paulista ;SP;2005;0,67
União ;PI;2005;0,48
Uniflor ;PR;2005;0,65
Unistalda ;RS;2005;0,60
Upanema ;RN;2005;0,50
Uraí ;PR;2005;0,68
Urandi ;BA;2005;0,53
Urânia ;SP;2005;0,70
Urbano Santos ;MA;2005;0,47
Uruaçu ;GO;2005;0,65
Uruana de Minas ;MG;2005;0,56
Uruana ;GO;2005;0,62
Uruará ;PA;2005;0,51
Urubici ;SC;2005;0,64
Uruburetama ;CE;2005;0,54
Urucânia ;MG;2005;0,58
Urucará ;AM;2005;0,55
Uruçuca ;BA;2005;0,52
Urucuia ;MG;2005;0,53
Uruçuí ;PI;2005;0,52
Urucurituba ;AM;2005;0,50
Uruguaiana ;RS;2005;0,70
Uruoca ;CE;2005;0,47
Urupá ;RO;2005;0,51
Urupema ;SC;2005;0,63
Urupês ;SP;2005;0,71
Uru ;SP;2005;0,68
Urussanga ;SC;2005;0,73
Urutaí ;GO;2005;0,67
Utinga ;BA;2005;0,48
Vacaria ;RS;2005;0,68
Vale de São Domingos ;MT;2005;0,56
Vale do Anari ;RO;2005;0,49
Vale do Paraíso ;RO;2005;0,52
Vale do Sol ;RS;2005;0,55
Valença ;BA;2005;0,55
Valença do Piauí ;PI;2005;0,56
Valença ;RJ;2005;0,68
Valente ;BA;2005;0,56
Valentim Gentil ;SP;2005;0,69
Vale Real ;RS;2005;0,66
Vale Verde ;RS;2005;0,59
Valinhos ;SP;2005;0,78
Valparaíso de Goiás ;GO;2005;0,68
Valparaíso ;SP;2005;0,69
Vanini ;RS;2005;0,71
Vargeão ;SC;2005;0,66
Vargem Alegre ;MG;2005;0,57
Vargem Alta ;ES;2005;0,60
Vargem Bonita ;MG;2005;0,64
Vargem Bonita ;SC;2005;0,65
Vargem Grande do Rio Pardo ;MG;2005;0,53
Vargem Grande do Sul ;SP;2005;0,68
Vargem Grande ;MA;2005;0,44
Vargem Grande Paulista ;SP;2005;0,71
Vargem ;SC;2005;0,58
Vargem ;SP;2005;0,64
Varginha ;MG;2005;0,74
Varjão de Minas ;MG;2005;0,64
Varjão ;GO;2005;0,62
Varjota ;CE;2005;0,53
Varre-Sai ;RJ;2005;0,58
Várzea Alegre ;CE;2005;0,54
Várzea Branca ;PI;2005;0,42
Várzea da Palma ;MG;2005;0,61
Várzea da Roça ;BA;2005;0,45
Várzea do Poço ;BA;2005;0,51
Várzea Grande ;MT;2005;0,67
Várzea Grande ;PI;2005;0,49
Várzea Nova ;BA;2005;0,47
Várzea Paulista ;SP;2005;0,70
Várzea ;PB;2005;0,62
Várzea ;RN;2005;0,52
Varzedo ;BA;2005;0,49
Varzelândia ;MG;2005;0,50
Vassouras ;RJ;2005;0,66
Vazante ;MG;2005;0,67
Venâncio Aires ;RS;2005;0,66
Venda Nova do Imigrante ;ES;2005;0,69
Venha-Ver ;RN;2005;0,43
Ventania ;PR;2005;0,59
Venturosa ;PE;2005;0,53
Vera Cruz ;BA;2005;0,58
Vera Cruz do Oeste ;PR;2005;0,64
Vera Cruz ;RN;2005;0,52
Vera Cruz ;RS;2005;0,65
Vera Cruz ;SP;2005;0,71
Vera Mendes ;PI;2005;0,42
Vera ;MT;2005;0,62
Veranópolis ;RS;2005;0,73
Verdejante ;PE;2005;0,53
Verdelândia ;MG;2005;0,46
Vereda ;BA;2005;0,48
Veredinha ;MG;2005;0,55
Verê ;PR;2005;0,68
Veríssimo ;MG;2005;0,61
Vermelho Novo ;MG;2005;0,55
Vertente do Lério ;PE;2005;0,46
Vertentes ;PE;2005;0,51
Vespasiano Correa ;RS;2005;0,68
Vespasiano ;MG;2005;0,64
Viadutos ;RS;2005;0,63
Viamão ;RS;2005;0,66
Viana ;ES;2005;0,63
Viana ;MA;2005;0,53
Vianópolis ;GO;2005;0,65
Vicência ;PE;2005;0,52
Vicente Dutra ;RS;2005;0,56
Vicentina ;MS;2005;0,65
Vicentinópolis ;GO;2005;0,63
Viçosa ;AL;2005;0,49
Viçosa do Ceará ;CE;2005;0,46
Viçosa ;MG;2005;0,72
Viçosa ;RN;2005;0,52
Victor Graeff ;RS;2005;0,72
Vidal Ramos ;SC;2005;0,63
Videira ;SC;2005;0,72
Vieiras ;MG;2005;0,60
Vieirópolis ;PB;2005;0,47
Vigia ;PA;2005;0,55
Vila Bela da Santíssima Trindade ;MT;2005;0,57
Vila Boa ;GO;2005;0,57
Vila Flores ;RS;2005;0,68
Vila Flor ;RN;2005;0,49
Vila Lângaro ;RS;2005;0,66
Vila Maria ;RS;2005;0,71
Vila Nova do Piauí ;PI;2005;0,45
Vila Nova dos Martírios ;MA;2005;0,47
Vila Nova do Sul ;RS;2005;0,61
Vila Pavão ;ES;2005;0,59
Vila Propício ;GO;2005;0,53
Vila Rica ;MT;2005;0,58
Vila Valério ;ES;2005;0,59
Vila Velha ;ES;2005;0,75
Vilhena ;RO;2005;0,67
Vinhedo ;SP;2005;0,78
Viradouro ;SP;2005;0,69
Virgem da Lapa ;MG;2005;0,56
Virgínia ;MG;2005;0,58
Virginópolis ;MG;2005;0,62
Virgolândia ;MG;2005;0,55
Virmond ;PR;2005;0,64
Visconde do Rio Branco ;MG;2005;0,65
Viseu ;PA;2005;0,43
Vista Alegre do Alto ;SP;2005;0,70
Vista Alegre do Prata ;RS;2005;0,73
Vista Alegre ;RS;2005;0,68
Vista Gaúcha ;RS;2005;0,68
Vista Serrana ;PB;2005;0,50
Vitória Brasil ;SP;2005;0,64
Vitória da Conquista ;BA;2005;0,60
Vitória das Missões ;RS;2005;0,60
Vitória de Santo Antão ;PE;2005;0,57
Vitória do Jari ;AP;2005;0,53
Vitória do Mearim ;MA;2005;0,51
Vitória do Xingu ;PA;2005;0,50
Vitória ;ES;2005;0,80
Vitorino Freire ;MA;2005;0,48
Vitorino ;PR;2005;0,64
Vitor Meireles ;SC;2005;0,60
Volta Grande ;MG;2005;0,62
Volta Redonda ;RJ;2005;0,72
Votorantim ;SP;2005;0,72
Votuporanga ;SP;2005;0,75
Wagner ;BA;2005;0,52
Wall Ferraz ;PI;2005;0,40
Wanderlândia ;TO;2005;0,55
Wanderley ;BA;2005;0,49
Wenceslau Braz ;MG;2005;0,62
Wenceslau Braz ;PR;2005;0,63
Wenceslau Guimarães ;BA;2005;0,45
Westfalia ;RS;2005;0,71
Witmarsum ;SC;2005;0,66
Xambioá ;TO;2005;0,58
Xambrê ;PR;2005;0,65
Xangri-Lá ;RS;2005;0,68
Xanxerê ;SC;2005;0,72
Xapuri ;AC;2005;0,52
Xavantina ;SC;2005;0,70
Xaxim ;SC;2005;0,70
Xexéu ;PE;2005;0,45
Xinguara ;PA;2005;0,58
Xique-Xique ;BA;2005;0,49
Zabelê ;PB;2005;0,55
Zacarias ;SP;2005;0,68
Zé Doca ;MA;2005;0,50
Zortéa ;SC;2005;0,67
Abadia de Goiás ;GO;2006;0,64
Abadia dos Dourados ;MG;2006;0,64
Abadiânia ;GO;2006;0,60
Abaeté ;MG;2006;0,65
Abaetetuba ;PA;2006;0,57
Abaiara ;CE;2006;0,55
Abaíra ;BA;2006;0,55
Abaré ;BA;2006;0,51
Abatiá ;PR;2006;0,63
Abdon Batista ;SC;2006;0,64
Abelardo Luz ;SC;2006;0,64
Abel Figueiredo ;PA;2006;0,57
Abre Campo ;MG;2006;0,60
Abreu E Lima ;PE;2006;0,63
Abreulândia ;TO;2006;0,57
Acaiaca ;MG;2006;0,58
Açailândia ;MA;2006;0,59
Acajutiba ;BA;2006;0,51
Acará ;PA;2006;0,44
Acarape ;CE;2006;0,55
Acaraú ;CE;2006;0,52
Acari ;RN;2006;0,62
Acauã ;PI;2006;0,41
Aceguá ;RS;2006;0,66
Acopiara ;CE;2006;0,51
Acorizal ;MT;2006;0,57
Acrelândia ;AC;2006;0,53
Acreúna ;GO;2006;0,63
Açucena ;MG;2006;0,53
Açu ;RN;2006;0,60
Adamantina ;SP;2006;0,76
Adelândia ;GO;2006;0,62
Adolfo ;SP;2006;0,70
Adrianópolis ;PR;2006;0,61
Adustina ;BA;2006;0,46
Afogados da Ingazeira ;PE;2006;0,59
Afonso Bezerra ;RN;2006;0,53
Afonso Cláudio ;ES;2006;0,62
Afonso Cunha ;MA;2006;0,44
Afrânio ;PE;2006;0,50
Afuá ;PA;2006;0,42
Agrestina ;PE;2006;0,52
Agricolândia ;PI;2006;0,53
Agrolândia ;SC;2006;0,67
Agronômica ;SC;2006;0,68
Água Azul do Norte ;PA;2006;0,48
Água Boa ;MG;2006;0,52
Água Boa ;MT;2006;0,67
Água Branca ;AL;2006;0,48
Água Branca ;PB;2006;0,50
Água Branca ;PI;2006;0,58
Água Clara ;MS;2006;0,61
Água Comprida ;MG;2006;0,64
Água Doce do Maranhão ;MA;2006;0,41
Água Doce do Norte ;ES;2006;0,60
Água Doce ;SC;2006;0,67
Água Fria ;BA;2006;0,47
Água Fria de Goiás ;GO;2006;0,58
Aguaí ;SP;2006;0,68
Água Limpa ;GO;2006;0,66
Aguanil ;MG;2006;0,62
Água Nova ;RN;2006;0,52
Água Preta ;PE;2006;0,48
Água Santa ;RS;2006;0,70
Águas Belas ;PE;2006;0,45
Águas da Prata ;SP;2006;0,74
Águas de Chapecó ;SC;2006;0,65
Águas de Lindóia ;SP;2006;0,72
Águas de Santa Bárbara ;SP;2006;0,72
Águas de São Pedro ;SP;2006;0,83
Águas Formosas ;MG;2006;0,58
Águas Frias ;SC;2006;0,68
Águas Lindas de Goiás ;GO;2006;0,60
Águas Mornas ;SC;2006;0,65
Águas Vermelhas ;MG;2006;0,54
Agudo ;RS;2006;0,65
Agudos do Sul ;PR;2006;0,59
Agudos ;SP;2006;0,71
Águia Branca ;ES;2006;0,61
Aguiarnópolis ;TO;2006;0,57
Aguiar ;PB;2006;0,50
Aimorés ;MG;2006;0,64
Aiquara ;BA;2006;0,52
Aiuaba ;CE;2006;0,48
Aiuruoca ;MG;2006;0,61
Ajuricaba ;RS;2006;0,70
Alagoa Grande ;PB;2006;0,51
Alagoa ;MG;2006;0,60
Alagoa Nova ;PB;2006;0,49
Alagoinha do Piauí ;PI;2006;0,46
Alagoinha ;PB;2006;0,51
Alagoinha ;PE;2006;0,53
Alagoinhas ;BA;2006;0,62
Alambari ;SP;2006;0,65
Albertina ;MG;2006;0,62
Alcântara ;MA;2006;0,50
Alcântaras ;CE;2006;0,52
Alcantil ;PB;2006;0,50
Alcinópolis ;MS;2006;0,63
Alcobaça ;BA;2006;0,54
Aldeias Altas ;MA;2006;0,44
Alecrim ;RS;2006;0,62
Alegre ;ES;2006;0,67
Alegrete do Piauí ;PI;2006;0,52
Alegrete ;RS;2006;0,70
Alegria ;RS;2006;0,64
Além Paraíba ;MG;2006;0,69
Alenquer ;PA;2006;0,50
Alexandria ;RN;2006;0,54
Alexânia ;GO;2006;0,61
Alfenas ;MG;2006;0,72
Alfredo Chaves ;ES;2006;0,66
Alfredo Marcondes ;SP;2006;0,70
Alfredo Vasconcelos ;MG;2006;0,63
Alfredo Wagner ;SC;2006;0,61
Algodão de Jandaíra ;PB;2006;0,44
Alhandra ;PB;2006;0,51
Aliança do Tocantins ;TO;2006;0,61
Aliança ;PE;2006;0,53
Almadina ;BA;2006;0,49
Almas ;TO;2006;0,54
Almeirim ;PA;2006;0,59
Almenara ;MG;2006;0,59
Almino Afonso ;RN;2006;0,56
Almirante Tamandaré do Sul ;RS;2006;0,68
Almirante Tamandaré ;PR;2006;0,65
Aloândia ;GO;2006;0,65
Alpercata ;MG;2006;0,60
Alpestre ;RS;2006;0,60
Alpinópolis ;MG;2006;0,68
Alta Floresta D'Oeste ;RO;2006;0,57
Alta Floresta ;MT;2006;0,66
Altair ;SP;2006;0,65
Altamira do Maranhão ;MA;2006;0,47
Altamira do Paraná ;PR;2006;0,59
Altamira ;PA;2006;0,61
Altaneira ;CE;2006;0,52
Alterosa ;MG;2006;0,62
Altinho ;PE;2006;0,53
Altinópolis ;SP;2006;0,70
Alto Alegre do Maranhão ;MA;2006;0,45
Alto Alegre do Pindaré ;MA;2006;0,46
Alto Alegre dos Parecis ;RO;2006;0,51
Alto Alegre ;RR;2006;0,50
Alto Alegre ;RS;2006;0,71
Alto Alegre ;SP;2006;0,66
Alto Araguaia ;MT;2006;0,65
Alto Bela Vista ;SC;2006;0,69
Alto Boa Vista ;MT;2006;0,58
Alto Caparaó ;MG;2006;0,62
Alto do Rodrigues ;RN;2006;0,60
Alto Feliz ;RS;2006;0,69
Alto Garças ;MT;2006;0,67
Alto Horizonte ;GO;2006;0,65
Alto Jequitibá ;MG;2006;0,62
Alto Longá ;PI;2006;0,49
Altônia ;PR;2006;0,67
Alto Paraguai ;MT;2006;0,58
Alto Paraíso de Goiás ;GO;2006;0,65
Alto Paraíso ;PR;2006;0,61
Alto Paraíso ;RO;2006;0,54
Alto Paraná ;PR;2006;0,66
Alto Parnaíba ;MA;2006;0,54
Alto Piquiri ;PR;2006;0,64
Alto Rio Doce ;MG;2006;0,56
Alto Rio Novo ;ES;2006;0,62
Alto Santo ;CE;2006;0,53
Altos ;PI;2006;0,53
Alto Taquari ;MT;2006;0,67
Alumínio ;SP;2006;0,73
Alvarães ;AM;2006;0,46
Alvarenga ;MG;2006;0,54
Álvares Florence ;SP;2006;0,70
Álvares Machado ;SP;2006;0,71
Álvaro de Carvalho ;SP;2006;0,63
Alvinlândia ;SP;2006;0,65
Alvinópolis ;MG;2006;0,63
Alvorada de Minas ;MG;2006;0,51
Alvorada D'Oeste ;RO;2006;0,56
Alvorada do Gurguéia ;PI;2006;0,50
Alvorada do Norte ;GO;2006;0,60
Alvorada do Sul ;PR;2006;0,68
Alvorada ;RS;2006;0,65
Alvorada ;TO;2006;0,65
Amajari ;RR;2006;0,45
Amambai ;MS;2006;0,63
Amapá ;AP;2006;0,58
Amapá do Maranhão ;MA;2006;0,43
Amaporã ;PR;2006;0,63
Amaraji ;PE;2006;0,51
Amaral Ferrador ;RS;2006;0,57
Amaralina ;GO;2006;0,55
Amarante do Maranhão ;MA;2006;0,47
Amarante ;PI;2006;0,54
Amargosa ;BA;2006;0,56
Amaturá ;AM;2006;0,49
Amélia Rodrigues ;BA;2006;0,60
América Dourada ;BA;2006;0,48
Americana ;SP;2006;0,78
Americano do Brasil ;GO;2006;0,65
Américo Brasiliense ;SP;2006;0,71
Américo de Campos ;SP;2006;0,70
Ametista do Sul ;RS;2006;0,62
Amontada ;CE;2006;0,52
Amorinópolis ;GO;2006;0,63
Amparo de São Francisco ;SE;2006;0,52
Amparo do Serra ;MG;2006;0,56
Amparo ;PB;2006;0,51
Amparo ;SP;2006;0,75
Ampére ;PR;2006;0,67
Anadia ;AL;2006;0,50
Anagé ;BA;2006;0,43
Anahy ;PR;2006;0,65
Anajás ;PA;2006;0,40
Anajatuba ;MA;2006;0,50
Analândia ;SP;2006;0,72
Anamã ;AM;2006;0,51
Ananás ;TO;2006;0,59
Ananindeua ;PA;2006;0,67
Anápolis ;GO;2006;0,69
Anapu ;PA;2006;0,48
Anapurus ;MA;2006;0,51
Anastácio ;MS;2006;0,60
Anaurilândia ;MS;2006;0,60
Anchieta ;ES;2006;0,68
Anchieta ;SC;2006;0,64
Andaraí ;BA;2006;0,47
Andirá ;PR;2006;0,69
Andorinha ;BA;2006;0,49
Andradas ;MG;2006;0,69
Andradina ;SP;2006;0,75
André da Rocha ;RS;2006;0,66
Andrelândia ;MG;2006;0,64
Angatuba ;SP;2006;0,67
Angelândia ;MG;2006;0,51
Angélica ;MS;2006;0,63
Angelim ;PE;2006;0,51
Angelina ;SC;2006;0,63
Angical ;BA;2006;0,53
Angical do Piauí ;PI;2006;0,56
Angicos ;RN;2006;0,58
Angico ;TO;2006;0,57
Angra dos Reis ;RJ;2006;0,67
Anguera ;BA;2006;0,52
Ângulo ;PR;2006;0,68
Anhanguera ;GO;2006;0,66
Anhembi ;SP;2006;0,68
Anhumas ;SP;2006;0,67
Anicuns ;GO;2006;0,66
Anísio de Abreu ;PI;2006;0,52
Anita Garibaldi ;SC;2006;0,62
Anitápolis ;SC;2006;0,62
Anori ;AM;2006;0,50
Anta Gorda ;RS;2006;0,70
Antas ;BA;2006;0,52
Antonina do Norte ;CE;2006;0,52
Antonina ;PR;2006;0,64
Antônio Almeida ;PI;2006;0,56
Antônio Cardoso ;BA;2006;0,49
Antônio Carlos ;MG;2006;0,63
Antônio Carlos ;SC;2006;0,71
Antônio Dias ;MG;2006;0,58
Antônio Gonçalves ;BA;2006;0,52
Antônio João ;MS;2006;0,58
Antônio Martins ;RN;2006;0,51
Antônio Olinto ;PR;2006;0,58
Antônio Prado de Minas ;MG;2006;0,64
Antônio Prado ;RS;2006;0,72
Aparecida de Goiânia ;GO;2006;0,66
Aparecida D'Oeste ;SP;2006;0,68
Aparecida do Rio Doce ;GO;2006;0,63
Aparecida do Rio Negro ;TO;2006;0,57
Aparecida do Taboado ;MS;2006;0,64
Aparecida ;PB;2006;0,51
Aparecida ;SP;2006;0,73
Aperibé ;RJ;2006;0,66
Apiacá ;ES;2006;0,62
Apiacás ;MT;2006;0,60
Apiaí ;SP;2006;0,66
Apicum-Açu ;MA;2006;0,46
Apiúna ;SC;2006;0,65
Apodi ;RN;2006;0,58
Aporá ;BA;2006;0,48
Aporé ;GO;2006;0,64
Apuarema ;BA;2006;0,48
Apucarana ;PR;2006;0,71
Apuí ;AM;2006;0,55
Apuiarés ;CE;2006;0,53
Aquidabã ;SE;2006;0,51
Aquidauana ;MS;2006;0,63
Aquiraz ;CE;2006;0,58
Arabutã ;SC;2006;0,68
Araçagi ;PB;2006;0,48
Araçaí ;MG;2006;0,64
Aracaju ;SE;2006;0,71
Araçariguama ;SP;2006;0,66
Araças ;BA;2006;0,48
Aracati ;CE;2006;0,60
Aracatu ;BA;2006;0,47
Araçatuba ;SP;2006;0,77
Araci ;BA;2006;0,46
Aracitaba ;MG;2006;0,60
Aracoiaba ;CE;2006;0,54
Araçoiaba da Serra ;SP;2006;0,72
Araçoiaba ;PE;2006;0,52
Aracruz ;ES;2006;0,70
Araçuaí ;MG;2006;0,60
Araçu ;GO;2006;0,64
Aragarças ;GO;2006;0,67
Aragoiânia ;GO;2006;0,63
Aragominas ;TO;2006;0,51
Araguacema ;TO;2006;0,57
Araguaçu ;TO;2006;0,61
Araguaiana ;MT;2006;0,63
Araguaína ;TO;2006;0,67
Araguainha ;MT;2006;0,64
Araguanã ;MA;2006;0,45
Araguanã ;TO;2006;0,51
Araguapaz ;GO;2006;0,62
Araguari ;MG;2006;0,73
Araguatins ;TO;2006;0,54
Araioses ;MA;2006;0,42
Aral Moreira ;MS;2006;0,58
Aramari ;BA;2006;0,53
Arambaré ;RS;2006;0,63
Arame ;MA;2006;0,43
Aramina ;SP;2006;0,69
Arandu ;SP;2006;0,64
Arantina ;MG;2006;0,66
Arapeí ;SP;2006;0,64
Arapiraca ;AL;2006;0,57
Arapoema ;TO;2006;0,59
Araponga ;MG;2006;0,47
Arapongas ;PR;2006;0,71
Araporã ;MG;2006;0,66
Arapoti ;PR;2006;0,68
Arapuá ;MG;2006;0,69
Arapuã ;PR;2006;0,62
Araputanga ;MT;2006;0,67
Araquari ;SC;2006;0,65
Araranguá ;SC;2006;0,72
Arara ;PB;2006;0,47
Araraquara ;SP;2006;0,78
Araras ;SP;2006;0,75
Ararendá ;CE;2006;0,52
Araricá ;RS;2006;0,63
Arari ;MA;2006;0,56
Araripe ;CE;2006;0,48
Araripina ;PE;2006;0,53
Araruama ;RJ;2006;0,65
Araruna ;PB;2006;0,48
Araruna ;PR;2006;0,66
Arataca ;BA;2006;0,47
Aratiba ;RS;2006;0,70
Aratuba ;CE;2006;0,55
Aratuípe ;BA;2006;0,51
Arauá ;SE;2006;0,53
Araucária ;PR;2006;0,69
Araújos ;MG;2006;0,66
Araxá ;MG;2006;0,73
Arceburgo ;MG;2006;0,63
Arco-Íris ;SP;2006;0,68
Arcos ;MG;2006;0,71
Arcoverde ;PE;2006;0,62
Areado ;MG;2006;0,67
Areal ;RJ;2006;0,65
Arealva ;SP;2006;0,71
Areia Branca ;RN;2006;0,62
Areia Branca ;SE;2006;0,52
Areia de Baraúnas ;PB;2006;0,48
Areial ;PB;2006;0,54
Areia ;PB;2006;0,52
Areias ;SP;2006;0,65
Areiópolis ;SP;2006;0,64
Arenápolis ;MT;2006;0,65
Arenópolis ;GO;2006;0,62
Arês ;RN;2006;0,54
Argirita ;MG;2006;0,60
Aricanduva ;MG;2006;0,51
Arinos ;MG;2006;0,59
Aripuanã ;MT;2006;0,61
Ariquemes ;RO;2006;0,64
Ariranha do Ivaí ;PR;2006;0,60
Ariranha ;SP;2006;0,69
Armação dos Búzios ;RJ;2006;0,67
Armazém ;SC;2006;0,72
Arneiroz ;CE;2006;0,53
Aroazes ;PI;2006;0,51
Aroeiras do Itaim ;PI;2006;0,38
Aroeiras ;PB;2006;0,47
Arraial do Cabo ;RJ;2006;0,69
Arraial ;PI;2006;0,49
Arraias ;TO;2006;0,57
Arroio do Meio ;RS;2006;0,73
Arroio do Padre ;RS;2006;0,62
Arroio do Sal ;RS;2006;0,71
Arroio dos Ratos ;RS;2006;0,66
Arroio do Tigre ;RS;2006;0,64
Arroio Grande ;RS;2006;0,63
Arroio Trinta ;SC;2006;0,72
Artur Nogueira ;SP;2006;0,71
Aruanã ;GO;2006;0,60
Arujá ;SP;2006;0,73
Arvoredo ;SC;2006;0,65
Arvorezinha ;RS;2006;0,65
Ascurra ;SC;2006;0,68
Aspásia ;SP;2006;0,69
Assaí ;PR;2006;0,68
Assaré ;CE;2006;0,50
Assis Brasil ;AC;2006;0,51
Assis Chateaubriand ;PR;2006;0,71
Assis ;SP;2006;0,77
Assunção do Piauí ;PI;2006;0,43
Assunção ;PB;2006;0,52
Astolfo Dutra ;MG;2006;0,67
Astorga ;PR;2006;0,70
Atalaia ;AL;2006;0,49
Atalaia do Norte ;AM;2006;0,40
Atalaia ;PR;2006;0,70
Atalanta ;SC;2006;0,67
Ataléia ;MG;2006;0,53
Atibaia ;SP;2006;0,72
Atilio Vivacqua ;ES;2006;0,65
Augustinópolis ;TO;2006;0,58
Augusto Corrêa ;PA;2006;0,44
Augusto de Lima ;MG;2006;0,59
Augusto Pestana ;RS;2006;0,69
Augusto Severo ;RN;2006;0,54
Áurea ;RS;2006;0,65
Aurelino Leal ;BA;2006;0,48
Auriflama ;SP;2006;0,73
Aurilândia ;GO;2006;0,65
Aurora ;CE;2006;0,53
Aurora do Pará ;PA;2006;0,45
Aurora do Tocantins ;TO;2006;0,59
Aurora ;SC;2006;0,67
Autazes ;AM;2006;0,51
Avaí ;SP;2006;0,67
Avanhandava ;SP;2006;0,66
Avaré ;SP;2006;0,73
Aveiro ;PA;2006;0,46
Avelino Lopes ;PI;2006;0,47
Avelinópolis ;GO;2006;0,61
Axixá do Tocantins ;TO;2006;0,54
Axixá ;MA;2006;0,56
Babaçulândia ;TO;2006;0,53
Bacabal ;MA;2006;0,57
Bacabeira ;MA;2006;0,54
Bacuri ;MA;2006;0,50
Bacurituba ;MA;2006;0,46
Bady Bassitt ;SP;2006;0,72
Baependi ;MG;2006;0,64
Bagé ;RS;2006;0,70
Bagre ;PA;2006;0,41
Baía da Traição ;PB;2006;0,50
Baía Formosa ;RN;2006;0,54
Baianópolis ;BA;2006;0,50
Baião ;PA;2006;0,52
Baixa Grande ;BA;2006;0,51
Baixa Grande do Ribeiro ;PI;2006;0,47
Baixio ;CE;2006;0,55
Baixo Guandu ;ES;2006;0,65
Balbinos ;SP;2006;0,66
Baldim ;MG;2006;0,64
Baliza ;GO;2006;0,58
Balneário Arroio do Silva ;SC;2006;0,70
Balneário Barra do Sul ;SC;2006;0,68
Balneário Camboriú ;SC;2006;0,81
Balneário Gaivota ;SC;2006;0,68
Balneário Piçarras ;SC;2006;0,70
Balneário Pinhal ;RS;2006;0,66
Bálsamo ;SP;2006;0,73
Balsa Nova ;PR;2006;0,65
Balsas ;MA;2006;0,61
Bambuí ;MG;2006;0,70
Banabuiú ;CE;2006;0,54
Bananal ;SP;2006;0,69
Bananeiras ;PB;2006;0,49
Bandeira do Sul ;MG;2006;0,62
Bandeira ;MG;2006;0,52
Bandeirante ;SC;2006;0,62
Bandeirantes do Tocantins ;TO;2006;0,55
Bandeirantes ;MS;2006;0,62
Bandeirantes ;PR;2006;0,69
Bannach ;PA;2006;0,52
Banzaê ;BA;2006;0,49
Barão de Antonina ;SP;2006;0,66
Barão de Cocais ;MG;2006;0,67
Barão de Cotegipe ;RS;2006;0,68
Barão de Grajaú ;MA;2006;0,52
Barão de Melgaço ;MT;2006;0,53
Barão de Monte Alto ;MG;2006;0,58
Barão do Triunfo ;RS;2006;0,55
Barão ;RS;2006;0,69
Baraúna ;PB;2006;0,49
Baraúna ;RN;2006;0,50
Barbacena ;MG;2006;0,72
Barbalha ;CE;2006;0,61
Barbosa Ferraz ;PR;2006;0,64
Barbosa ;SP;2006;0,65
Barcarena ;PA;2006;0,61
Barcelona ;RN;2006;0,50
Barcelos ;AM;2006;0,45
Bariri ;SP;2006;0,73
Barra ;BA;2006;0,48
Barra Bonita ;SC;2006;0,63
Barra Bonita ;SP;2006;0,75
Barracão ;PR;2006;0,66
Barracão ;RS;2006;0,64
Barra da Estiva ;BA;2006;0,50
Barra D'Alcântara ;PI;2006;0,49
Barra de Guabiraba ;PE;2006;0,48
